IND,Asia,India,1.380004385E9,28.2,6426.674,0.53,69.66
MMR,Asia,Myanmar,5.4409794E7,29.1,5591.597,0.9,67.13
ABW,North America,Aruba,106766.0,41.2,35973.781,"",76.29
ISR,Asia,Israel,8655541.0,30.6,33132.32,2.99,82.97
KWT,Asia,Kuwait,4270563.0,33.7,65530.537,2.0,75.49
FIN,Europe,Finland,5540718.0,42.8,40585.721,3.28,81.91
PRY,South America,Paraguay,7132530.0,26.5,8827.01,1.3,74.25
USA,North America,United States,3.31002647E8,38.3,54225.446,2.77,78.86
SVK,Europe,Slovakia,5459643.0,41.2,30155.152,5.82,77.54
IRN,Asia,Iran,8.3992953E7,32.4,19082.62,1.5,76.68
POL,Europe,Poland,3.7846605E7,41.8,27216.445,6.62,78.73
SMR,Europe,San Marino,33938.0,"",56861.47,3.8,84.97
MYS,Asia,Malaysia,3.2365998E7,29.9,26808.164,1.9,76.16
HTI,North America,Haiti,1.1402533E7,24.3,1653.173,0.7,64.0
NZL,Oceania,New Zealand,4822233.0,37.9,36085.843,2.61,82.29
BMU,North America,Bermuda,62273.0,"",50669.315,"",82.59
RUS,Europe,Russia,1.4593446E8,39.6,24765.954,8.05,72.58
GBR,Europe,United Kingdom,6.7886004E7,40.8,39753.244,2.54,81.32
TUN,Africa,Tunisia,1.1818618E7,32.7,10849.297,2.3,76.7
BEL,Europe,Belgium,1.1589616E7,41.8,42658.576,5.64,81.63
EGY,Africa,Egypt,1.02334403E8,25.3,10550.206,1.6,71.99
NPL,Asia,Nepal,2.9136808E7,25.0,2442.804,0.3,70.78
FLK,South America,Falkland Islands,3483.0,"","","",81.44
ESH,Africa,Western Sahara,597330.0,28.4,"","",70.26
FJI,Oceania,Fiji,896444.0,28.6,8702.975,2.3,67.44
SDN,Africa,Sudan,4.3849269E7,19.7,4466.507,0.8,65.31
WLF,Oceania,Wallis and Futuna,11246.0,"","","",79.94
COG,Africa,Congo,5518092.0,19.0,4881.406,"",64.57
COD,Africa,Democratic Republic of Congo,8.9561404E7,17.0,808.133,"",60.68
MDV,Asia,Maldives,540542.0,30.6,15183.616,"",78.92
PNG,Oceania,Papua New Guinea,8947027.0,22.6,3823.194,"",64.5
CUB,North America,Cuba,1.1326616E7,43.1,"",5.2,78.8
FRA,Europe,France,6.5273512E7,42.0,38605.671,5.98,82.66
UKR,Europe,Ukraine,4.3733759E7,41.4,7894.393,8.8,72.06
VGB,North America,British Virgin Islands,30237.0,"","","",79.07
LKA,Asia,Sri Lanka,2.141325E7,34.1,11669.077,3.6,76.98
GRC,Europe,Greece,1.0423056E7,45.3,24574.382,4.21,82.24
JPN,Asia,Japan,1.26476458E8,48.2,39002.223,13.05,84.63
AZE,Asia,Azerbaijan,1.0139175E7,32.4,15847.419,4.7,73.0
LCA,North America,Saint Lucia,183629.0,34.9,12951.839,1.3,76.2
ARM,Asia,Armenia,2963234.0,35.7,8787.58,4.2,75.09
TLS,Asia,Timor,1318442.0,18.0,6570.102,5.9,69.5
MLI,Africa,Mali,2.0250834E7,16.4,2014.306,0.1,59.31
HKG,Asia,Hong Kong,7496988.0,44.8,56054.92,"",84.86
BTN,Asia,Bhutan,771612.0,28.6,8708.597,1.7,71.78
GUM,Oceania,Guam,168783.0,31.4,"","",80.07
ATG,North America,Antigua and Barbuda,97928.0,32.1,21490.943,3.8,77.02
LBN,Asia,Lebanon,6825442.0,31.1,13367.565,2.9,78.93
LBR,Africa,Liberia,5057677.0,19.2,752.788,0.8,64.1
NER,Africa,Niger,2.4206636E7,15.1,926.0,0.3,62.42
UGA,Africa,Uganda,4.5741E7,16.4,1697.707,0.5,63.37
MOZ,Africa,Mozambique,3.1255435E7,17.7,1136.103,0.7,60.85
ZMB,Africa,Zambia,1.8383956E7,17.7,3689.251,2.0,63.89
GNB,Africa,Guinea-Bissau,1967998.0,19.4,1548.675,"",58.32
OWID_WRL,"",World,7.794798729E9,30.9,15469.207,2.705,72.58
MRT,Africa,Mauritania,4649660.0,20.3,3597.633,"",64.92
LAO,Asia,Laos,7275556.0,24.4,6397.36,1.5,67.92
MKD,Europe,Macedonia,2083380.0,39.1,13111.214,4.28,75.8
MDG,Africa,Madagascar,2.7691019E7,19.6,1416.44,0.2,67.04
CRI,North America,Costa Rica,5094114.0,33.6,15524.995,1.13,80.28
LUX,Europe,Luxembourg,625976.0,39.7,94277.965,4.51,82.25
YEM,Asia,Yemen,2.9825968E7,20.3,1479.147,0.7,66.12
ARG,South America,Argentina,4.5195777E7,31.9,18933.907,5.0,76.67
MLT,Europe,Malta,441539.0,42.4,36513.323,4.485,82.53
CHN,Asia,China,1.439323774E9,38.7,15308.712,4.34,76.91
CHE,Europe,Switzerland,8654618.0,43.1,57410.166,4.53,83.78
KHM,Asia,Cambodia,1.6718971E7,25.6,3645.07,0.8,69.82
IRL,Europe,Ireland,4937796.0,38.7,67335.293,2.96,82.3
DMA,North America,Dominica,71991.0,"",9673.367,3.8,75.0
KAZ,Asia,Kazakhstan,1.8776707E7,30.6,24055.588,6.7,73.6
PER,South America,Peru,3.2971846E7,29.1,12236.706,1.6,76.74
SUR,South America,Suriname,586634.0,29.6,13767.119,3.1,71.68
VEN,South America,Venezuela,2.8435943E7,29.0,16745.022,0.8,72.06
BHR,Asia,Bahrain,1701583.0,32.4,43290.705,2.0,77.29
BIH,Europe,Bosnia and Herzegovina,3280815.0,42.5,11713.895,3.5,77.4
BOL,South America,Bolivia,1.1673029E7,25.4,6885.829,1.1,71.51
BEN,Africa,Benin,1.2123198E7,18.8,2064.236,0.5,61.77
SEN,Africa,Senegal,1.674393E7,18.7,2470.58,"",67.94
DOM,North America,Dominican Republic,1.0847904E7,27.6,14600.861,1.6,74.08
ZWE,Africa,Zimbabwe,1.4862927E7,19.6,1899.775,1.7,61.49
NGA,Africa,Nigeria,2.06139587E8,18.1,5338.454,"",54.69
GGY,Europe,Guernsey,67052.0,"","","",""
MAR,Africa,Morocco,3.6910558E7,29.6,7485.013,1.1,76.68
SYC,Africa,Seychelles,98340.0,36.2,26382.287,3.6,73.4
LVA,Europe,Latvia,1886202.0,43.9,25063.846,5.57,75.29
MCO,Europe,Monaco,39244.0,"","",13.8,86.75
TTO,North America,Trinidad and Tobago,1399491.0,36.2,28763.071,3.0,73.51
NAM,Africa,Namibia,2540916.0,22.0,9541.808,"",63.71
JEY,Europe,Jersey,101073.0,"","","",""
MHL,Oceania,Marshall Islands,59194.0,"",3819.202,2.7,73.7
JAM,North America,Jamaica,2961161.0,31.4,8193.571,1.7,74.47
SLE,Africa,Sierra Leone,7976985.0,19.1,1390.3,"",54.7
GUY,South America,Guyana,786559.0,26.3,7435.047,1.6,69.91
BLR,Europe,Belarus,9449321.0,40.3,17167.967,11.0,74.79
TWN,Asia,Taiwan,2.3816775E7,42.2,"","",80.46
VIR,North America,United States Virgin Islands,104423.0,42.2,"","",80.58
BGD,Asia,Bangladesh,1.64689383E8,27.5,3523.984,0.8,72.59
